antecedent,consequent,support,confidence_a_to_b,confidence_b_to_a,lift,count_ab,count_a,count_b
adj:crowded,noun:street,0.006575842431488532,0.4523809523809524,0.04796878586183154,3.2999825130878606,209,462,4357
noun:chair,noun:table,0.003744139949029355,0.1483790523690773,0.08321678321678322,3.297854140871597,119,802,1430
noun:sidewalk,verb:pass,0.0033351162571185855,0.057608695652173914,0.1906474820143885,3.2931244135126687,106,1840,556
noun:audience,noun:front,0.0061982821004939745,0.5518207282913166,0.0369328833895763,3.288061156221018,197,357,5334
noun:boy,noun:skateboard,0.004939747663845452,0.03520968827091276,0.4604105571847507,3.281728804441116,157,4459,341
noun:player,verb:get,0.005317307994840008,0.13020030816640987,0.13402061855670103,3.2816466252601146,169,1298,1261
noun:hat,noun:vest,0.0052543812730075825,0.06092666909886903,0.2825719120135364,3.276535235142731,167,2741,591
noun:sidewalk,noun:store,0.003901456753610421,0.06739130434782609,0.18960244648318042,3.275073128573328,124,1840,654
adj:male,noun:player,0.003083409369788881,0.1331521739130435,0.07550077041602465,3.260381774636565,98,736,1298
adj:several,noun:group,0.027970927854513418,0.47413333333333335,0.19147103166056428,3.245612692942781,889,1875,4643
adj:bright,adj:orange,0.0032092628134537332,0.14186369958275383,0.07338129496402877,3.2437798300997596,102,719,1390
noun:street,verb:pass,0.007771450146304628,0.056690383291255454,0.4442446043165468,3.240630309615058,247,4357,556
noun:child,noun:school,0.004467797250102256,0.030984071568841372,0.46557377049180326,3.2287434317130663,142,4583,305
noun:tennis,verb:play,0.005002674385677878,0.501577287066246,0.03217972070431087,3.226397675536632,159,317,4941
noun:biker,noun:person,0.0033980429789510114,0.31213872832369943,0.035076323481649886,3.22205430409618,108,346,3079
noun:mountain,noun:person,0.0073624264543938585,0.312,0.07599870087690809,3.2206222799610265,234,750,3079
adj:other,verb:face,0.004813894220180599,0.04725138974675726,0.32762312633832974,3.215826381844081,153,3238,467
noun:stage,verb:play,0.012648271088317654,0.4993788819875776,0.08136004857316333,3.212256427081801,402,805,4941
noun:clothe,verb:dress,0.0057577950476669915,0.27811550151975684,0.06642468239564428,3.208473678694167,183,658,2755
noun:road,verb:ride,0.008211937199131611,0.21306122448979592,0.12352106010411737,3.2047917169707447,261,1225,2113
adj:elderly,noun:lady,0.004813894220180599,0.21191135734072022,0.07268408551068883,3.1996098196485083,153,722,2105
noun:brick,noun:sidewalk,0.0035238964226158636,0.18512396694214875,0.06086956521739131,3.1977146963708227,112,605,1840
adj:other,verb:compete,0.003146336091621307,0.030883261272390366,0.3257328990228013,3.1972726157015727,100,3238,307
adj:brown,noun:tan,0.0055375515212535,0.06138821067317754,0.28805237315875615,3.1932921437407553,176,2867,611
noun:people,verb:gather,0.02252776641600856,0.0900176012069399,0.7902869757174393,3.1578691160708288,716,7954,906
noun:shopping,verb:walk,0.004058773558191486,0.41479099678456594,0.03082437275985663,3.150131959570814,129,311,4185
adj:little,noun:girl,0.046691627599660196,0.4933510638297872,0.29775280898876405,3.1461029016256274,1484,3008,4984
noun:baseball,noun:field,0.003114872730705094,0.17010309278350516,0.057391304347826085,3.134137158225011,99,582,1725
noun:building,verb:paint,0.0036812132271969293,0.051473823141223056,0.22413793103448276,3.134085289075655,117,2273,522
adj:aged,adj:old,0.0030204826479564547,0.2467866323907455,0.03835397522972433,3.1336873900419753,96,389,2503
adj:little,noun:blond,0.0030204826479564547,0.031914893617021274,0.2962962962962963,3.1307131599684785,96,3008,324
noun:group,noun:student,0.004593650693767108,0.03144518630195994,0.45625,3.1231948632349775,146,4643,320
noun:member,verb:play,0.004593650693767108,0.4850498338870432,0.029548674357417527,3.120084774424589,146,301,4941
adj:small,noun:baby,0.0067016958751533835,0.0700427490956922,0.29831932773109243,3.117883325641996,213,3041,714
noun:umbrella,verb:hold,0.004908284302929239,0.5182724252491694,0.029511918274687854,3.1162036495827374,156,301,5286
noun:hill,verb:ride,0.0036497498662807163,0.20714285714285716,0.05489824893516328,3.1157697248326692,116,560,2113
noun:child,noun:family,0.006544379070572318,0.04538511891773947,0.44924406047516197,3.11549726687368,208,4583,463
noun:ball,noun:mouth,0.0036812132271969293,0.0743801652892562,0.1541501976284585,3.1146571717897626,117,1573,759
noun:backpack,verb:walk,0.005506088160337287,0.4098360655737705,0.04181600955794504,3.1125017137708832,175,427,4185
noun:group,noun:party,0.00440487052826983,0.03015291837174241,0.45454545454545453,3.111526638341198,140,4643,308
adj:many,noun:group,0.01598338734543624,0.45155555555555554,0.10941201809175102,3.0910597075645536,508,1125,4643
noun:lady,noun:woman,0.060787213290123654,0.9178147268408551,0.20433632998413537,3.085235903033622,1932,2105,9455
noun:guy,noun:trick,0.003083409369788881,0.05277329025309639,0.1798165137614679,3.0776027231452523,98,1857,545
verb:pass,verb:walk,0.007079256206147941,0.40467625899280574,0.053763440860215055,3.073315541115495,225,556,4185
noun:adult,noun:kid,0.004216090362772551,0.1419491525423729,0.09128065395095368,3.0732765090287715,134,944,1468
noun:path,verb:ride,0.0036497498662807163,0.20422535211267606,0.05489824893516328,3.071885644201223,116,568,2113
noun:street,verb:walk,0.05543844193436743,0.40440670185907734,0.4210274790919952,3.0712683883362137,1762,4357,4185
adj:little,adj:pink,0.013497781833055406,0.14261968085106383,0.28966914247130315,3.0606896127544645,429,3008,1481
verb:do,verb:jump,0.008180473838215399,0.173217854763491,0.14452473596442467,3.060246291244044,260,1501,1799
noun:sand,verb:run,0.0034295063398672248,0.19055944055944055,0.05502271580010096,3.0573198885919735,109,572,1981
verb:eat,verb:sit,0.011767296982663688,0.5565476190476191,0.06451612903225806,3.051363287250384,374,672,5797
noun:path,verb:run,0.0033980429789510114,0.19014084507042253,0.05451792024230187,3.0506039772202116,108,568,1981
noun:child,noun:toy,0.008904131139288299,0.06174994545057822,0.4394409937888199,3.047513223999578,283,4583,644
noun:city,verb:walk,0.020923135009281692,0.39987973541791944,0.15890083632019117,3.0368883227688728,665,1663,4185
noun:football,verb:play,0.0047509674983481735,0.471875,0.030560615260068813,3.0353376087836472,151,320,4941
noun:book,verb:sit,0.0061982821004939745,0.5533707865168539,0.03398309470415732,3.033945783657956,197,356,5797
noun:hill,noun:person,0.005159991190258943,0.29285714285714287,0.05326404676843131,3.023019997216165,164,560,3079
verb:look,verb:stare,0.006103892017745335,0.03394575678040245,0.5434173669467787,3.022123214990283,194,5715,357
noun:crowd,noun:stage,0.004530723971934682,0.0765143464399575,0.17888198757763976,3.020938475653626,144,1882,805
adj:brown,adj:grassy,0.0052543812730075825,0.05824904080920823,0.2724306688417618,3.020112991907121,167,2867,613
adj:busy,noun:crowd,0.004562187332850895,0.17879161528976573,0.07704569606801276,3.019412278828174,145,811,1882
adj:little,adj:small,0.02724727055344052,0.2878989361702128,0.2847747451496218,3.008974642649744,866,3008,3041
noun:umbrella,verb:walk,0.003744139949029355,0.3953488372093023,0.02843488649940263,3.0024783973771214,119,301,4185
noun:cart,noun:street,0.005097064468426517,0.41116751269035534,0.037181546935965114,2.999342909304008,162,394,4357
noun:person,noun:rider,0.003932920114526633,0.04059759662227996,0.2900232018561485,2.9937666205241853,125,3079,431
noun:team,verb:play,0.010697542711512444,0.46511627906976744,0.0688119813802874,2.9918621124619347,340,731,4941
verb:dance,verb:dress,0.004184627001856339,0.25925925925925924,0.04827586206896552,2.990939033407273,133,513,2755
adj:yellow,noun:vest,0.004499260611018469,0.05557714729887291,0.24196277495769883,2.988846823350385,143,2573,591
verb:examine,verb:look,0.0043104804455211905,0.5372549019607843,0.023972003499562553,2.987851714614105,137,255,5715
adj:brown,noun:grass,0.012144857313658245,0.134635507499128,0.2671280276816609,2.961328951449679,386,2867,1445
noun:jacket,noun:snow,0.006481452348739892,0.08408163265306122,0.22787610619469026,2.9561576666064657,206,2450,904
noun:cup,verb:hold,0.004121700280023912,0.49063670411985016,0.02478244419220583,2.950039040302913,131,267,5286
noun:ball,verb:get,0.005789258408583205,0.11697393515575334,0.14591593973037273,2.948281190368999,184,1573,1261
adj:other,noun:team,0.006890476040650662,0.0676343421865349,0.29958960328317374,2.9406597779954016,219,3238,731
noun:bag,verb:walk,0.010036812132271969,0.3871359223300971,0.07622461170848267,2.940105380983865,319,824,4185
noun:shopping,noun:street,0.003932920114526633,0.40192926045016075,0.028689465228368145,2.9319526474380213,125,311,4357
noun:boy,noun:skateboarder,0.0033351162571185855,0.023772146221125813,0.4108527131782946,2.9284888501784567,106,4459,258
adj:gray,adj:haired,0.005097064468426517,0.09747292418772563,0.1529745042492918,2.9253842771090497,162,1662,1059
adj:asian,noun:food,0.0043104804455211905,0.09176155391828533,0.1372745490981964,2.922302072329522,137,1493,998
noun:short,noun:top,0.0073624264543938585,0.16455696202531644,0.13014460511679643,2.9088509032539673,234,1422,1798
noun:camera,verb:take,0.009407544913947708,0.17223502304147464,0.15878916622411046,2.9071405933760963,299,1736,1883
noun:dress,noun:outfit,0.003240726174369946,0.07469180565627266,0.12591687041564792,2.902114497766888,103,1379,818
noun:dog,noun:sand,0.0038385300317779945,0.052226027397260275,0.21328671328671328,2.9019227775649004,122,2336,572
adj:big,adj:large,0.008117547116382972,0.3324742268041237,0.07078189300411522,2.8990475584404565,258,776,3645
adj:male,verb:perform,0.00317779945253752,0.13722826086956522,0.06688741721854305,2.888427692196948,101,736,1510
noun:trail,verb:walk,0.0034924330616996507,0.3801369863013699,0.026523297491039426,2.8869519320469386,111,292,4185
noun:street,noun:umbrella,0.003744139949029355,0.02731237089740647,0.3953488372093023,2.883950445954385,119,4357,301
noun:dress,noun:lady,0.008274863920964038,0.19071791153009426,0.12494061757719715,2.8796139582712525,263,1379,2105
adj:snowy,noun:person,0.0038070666708617815,0.27816091954022987,0.039298473530367,2.8713181246336887,121,435,3079
adj:striped,noun:shirt,0.018846553188811628,0.7850589777195282,0.06874784804315391,2.8637127842143655,599,763,8713
noun:crowd,noun:group,0.024761665041059686,0.4181721572794899,0.16950247684686626,2.8625383749330235,787,1882,4643
noun:hand,verb:hold,0.035522134474404554,0.4759696458684654,0.21358304956488838,2.8618507859700033,1129,2372,5286
verb:look,verb:observe,0.004090236919107699,0.022747156605424323,0.5138339920948617,2.8576003098426934,130,5715,253
noun:hat,noun:horse,0.003146336091621307,0.036483035388544326,0.24630541871921183,2.8560106250101094,100,2741,406
noun:group,noun:school,0.00399584683635906,0.027353004522937756,0.4163934426229508,2.850362435254199,127,4643,305
noun:scene,noun:street,0.003744139949029355,0.3888888888888889,0.02731237089740647,2.8368270726544766,119,306,4357
adj:bright,adj:yellow,0.005191454551175157,0.22948539638386647,0.06412747765254567,2.8347199196534896,165,719,2573
noun:family,noun:group,0.006009501934996696,0.41252699784017277,0.04113719577859143,2.823895234192163,191,463,4643
noun:jersey,verb:play,0.005191454551175157,0.43882978723404253,0.033394049787492414,2.8227741606273176,165,376,4941
noun:person,noun:trick,0.004688040776515748,0.04839233517375771,0.27339449541284405,2.8221166767477825,149,3079,545
noun:crowd,noun:people,0.04172041657489853,0.7045696068012752,0.16670857430223787,2.8153552694197796,1326,1882,7954
adj:little,noun:kid,0.01230217411823931,0.1299867021276596,0.26634877384196187,2.814282938503681,391,3008,1468
noun:child,noun:swing,0.0034924330616996507,0.024219943268601354,0.4051094890510949,2.809425025204222,111,4583,274
noun:group,noun:people,0.10241323978227354,0.701055352143011,0.40922806135277845,2.801312830922972,3255,4643,7954
noun:mother,noun:woman,0.008023157033634333,0.8333333333333334,0.026969857218402962,2.801251542393795,255,306,9455
noun:distance,verb:look,0.006544379070572318,0.5036319612590799,0.03639545056867891,2.8008634513906103,208,413,5715
noun:female,noun:woman,0.013183148223893276,0.8330019880715706,0.04431517715494447,2.8001377246831014,419,503,9455
noun:glass,noun:table,0.0054746247994210745,0.12581344902386118,0.12167832167832168,2.7963138813464194,174,1383,1430
noun:game,verb:watch,0.007393889815310071,0.20926090828138913,0.09878100042034468,2.7956870314869233,235,1123,2379
noun:street,noun:walk,0.005159991190258943,0.037640578379619004,0.38317757009345793,2.7951647257930623,164,4357,428
adj:green,noun:grass,0.012144857313658245,0.12668198227765015,0.2671280276816609,2.7863899257650897,386,3047,1445
noun:microphone,verb:play,0.007330963093477645,0.43308550185873607,0.047156446063549885,2.785824024605587,233,538,4941
noun:mouth,verb:have,0.005348771355756222,0.22397891963109354,0.06651017214397496,2.7851025049432883,170,759,2556
noun:jump,noun:person,0.0037756033099455685,0.2696629213483146,0.03897369275738876,2.783597476197949,120,445,3079
noun:boy,noun:teenager,0.003083409369788881,0.02197802197802198,0.3904382470119522,2.7829779781971022,98,4459,251
adj:many,noun:people,0.024635811597394832,0.696,0.09844103595675131,2.7811123962786013,783,1125,7954
verb:go,verb:ride,0.0054746247994210745,0.18471337579617833,0.08234737340274491,2.7783933852011056,174,942,2113
adj:crowded,verb:walk,0.005317307994840008,0.3658008658008658,0.04038231780167264,2.778076204957925,169,462,4185
adj:brown,adj:haired,0.008337790642796463,0.09243111266131845,0.2502360717658168,2.7740680393906363,265,2867,1059
verb:kick,verb:play,0.004216090362772551,0.43086816720257237,0.027120016191054443,2.7715610115764737,134,311,4941
noun:table,verb:enjoy,0.003618286505364503,0.08041958041958042,0.12459371614301191,2.7692042518694735,115,1430,923
noun:ball,verb:run,0.008526570808293742,0.1722822631913541,0.13679959616355375,2.7640823680014166,271,1573,1981
noun:female,noun:girl,0.0068590126797344496,0.43339960238568587,0.04373996789727127,2.7637920470754924,218,503,4984
noun:dress,verb:dress,0.010382909102350313,0.23930384336475707,0.11978221415607986,2.7607237944326948,330,1379,2755
noun:arm,noun:hand,0.006261208822326401,0.20600414078674947,0.08389544688026981,2.760299159622791,199,966,2372
noun:ball,verb:prepare,0.00358682314444829,0.07247298156389065,0.13652694610778443,2.7585733808923787,114,1573,835
verb:rest,verb:sit,0.005569014882169714,0.5028409090909091,0.03053303432810074,2.7569074717330286,177,352,5797
verb:read,verb:sit,0.010099738854104395,0.5023474178403756,0.055373469035708126,2.754201825292506,321,639,5797
noun:building,noun:city,0.010288519019601674,0.1438627364716234,0.19663259170174383,2.7494824734080616,327,2273,1663
noun:background,noun:tree,0.009250228109366642,0.1163895486935867,0.21842496285289748,2.7482979391740456,294,2526,1346
adj:pink,noun:dress,0.0055375515212535,0.1188386225523295,0.12762871646120377,2.738976026526968,176,1481,1379
adj:small,noun:child,0.0377874964603719,0.3949358763564617,0.26205542221252454,2.7388712542521105,1201,3041,4583
adj:blue,noun:jean,0.026208979643205486,0.13124310697967545,0.5469468154957321,2.738870432787278,833,6347,1523
noun:room,noun:wall,0.003712676588113142,0.12513255567338283,0.08121128699242945,2.7371562401700795,118,943,1453
noun:boy,noun:swimming,0.00471950413743196,0.03363982955819691,0.3826530612244898,2.727486486857582,150,4459,392
adj:brown,verb:run,0.015322656766195765,0.16986396930589467,0.2458354366481575,2.7252834611051235,487,2867,1981
adj:crowded,noun:people,0.009910958688607117,0.6818181818181818,0.03960271561478501,2.7244439618716707,315,462,7954
noun:table,verb:gather,0.0034924330616996507,0.07762237762237763,0.12251655629139073,2.7230375584680218,111,1430,906
adj:yellow,noun:construction,0.004341943806437404,0.05363389040031092,0.21939586645468998,2.7100889325804167,138,2573,629
adj:beautiful,noun:background,0.0030519460088726676,0.21507760532150777,0.0384006334125099,2.706180336474062,97,451,2526
adj:outdoor,noun:table,0.0032092628134537332,0.12171837708830549,0.07132867132867132,2.7052973279703587,102,838,1430
noun:skirt,noun:woman,0.011232419847088067,0.8040540540540541,0.03775780010576415,2.7028291909042834,357,444,9455
verb:drink,verb:sit,0.006449988987823679,0.49160671462829736,0.035363118854579954,2.6953141644007546,205,417,5797
noun:rock,noun:water,0.006261208822326401,0.22639362912400454,0.07444818555929666,2.691907487634956,199,879,2673
adj:few,noun:people,0.007960230311801906,0.6728723404255319,0.03180789539854161,2.688697711308106,253,376,7954
noun:girl,noun:skirt,0.005883648491331844,0.03752006420545746,0.42117117117117114,2.6858112627073303,187,4984,444
noun:crowd,verb:perform,0.007551206619891137,0.1275239107332625,0.15894039735099338,2.684167188632637,240,1882,1510
noun:person,noun:snow,0.007393889815310071,0.07632348164988632,0.25995575221238937,2.6833951518565673,235,3079,904
noun:beach,verb:run,0.005600478243085926,0.16666666666666666,0.08985360928823827,2.673986202254753,178,1068,1981
noun:person,verb:fly,0.003114872730705094,0.03215329652484573,0.2584856396866841,2.668219904567028,99,3079,383
noun:grass,noun:park,0.005097064468426517,0.11211072664359861,0.12125748502994012,2.667077264156808,162,1445,1336
noun:picture,verb:smile,0.0069219394015668755,0.13597033374536466,0.13563501849568435,2.6643311451473024,220,1618,1622
noun:market,noun:street,0.0055375515212535,0.3651452282157676,0.040394767041542344,2.663624234193652,176,482,4357
noun:stick,verb:hold,0.006449988987823679,0.4427645788336933,0.038781687476352626,2.66219950985079,205,463,5286
adj:small,noun:toy,0.005159991190258943,0.053929628411706676,0.2546583850931677,2.6615611487721638,164,3041,644
noun:look,verb:look,0.004027310197275273,0.47761194029850745,0.022397200349956254,2.6561575325472377,128,268,5715
noun:bag,noun:street,0.00943900827486392,0.3640776699029126,0.06885471654808355,2.6558367185045375,300,824,4357
noun:bridge,verb:walk,0.003083409369788881,0.3487544483985765,0.023416965352449224,2.6486171167149246,98,281,4185
adj:brown,noun:hair,0.014882169713368781,0.16498081618416463,0.23876829883897022,2.6469385566791033,473,2867,1981
noun:way,verb:walk,0.003083409369788881,0.3475177304964539,0.023416965352449224,2.6392248574357926,98,282,4185
noun:guitar,noun:guy,0.003083409369788881,0.1540880503144654,0.05277329025309639,2.6372539058398785,98,636,1857
noun:group,verb:listen,0.00399584683635906,0.027353004522937756,0.38368580060422963,2.6264668965333255,127,4643,331
noun:midair,noun:person,0.003240726174369946,0.254320987654321,0.03345241961675869,2.6252302535294847,103,405,3079
verb:carry,verb:hold,0.019318503602554826,0.43607954545454547,0.11615588346575861,2.6220045768410554,614,1408,5286
adj:pink,noun:outfit,0.003114872730705094,0.06684672518568535,0.12102689486552567,2.5972976364017573,99,1481,818
adj:many,adj:several,0.005411698077588648,0.15288888888888888,0.09173333333333333,2.5916093629629624,172,1125,1875
noun:team,verb:run,0.003712676588113142,0.16142270861833105,0.05956587582029278,2.58985257345604,118,731,1981
adj:brown,adj:light,0.004216090362772551,0.04673875130798744,0.23344947735191637,2.587975144288789,134,2867,574
noun:car,noun:city,0.0038070666708617815,0.13534675615212527,0.07276007215874924,2.5867263684804556,121,894,1663
adj:blond,adj:little,0.009501934996696347,0.24473257698541329,0.10039893617021277,2.585882810614159,302,1234,3008
noun:adult,noun:group,0.011200956486171853,0.3771186440677966,0.07667456385957355,2.581512355030536,356,944,4643
noun:front,noun:store,0.008904131139288299,0.05305586801649794,0.4327217125382263,2.578401610349165,283,5334,654
noun:outfit,verb:perform,0.003146336091621307,0.12224938875305623,0.06622516556291391,2.57314723360158,100,818,1510
noun:standing,verb:stand,0.005002674385677878,0.6235294117647059,0.02063595068137573,2.572048707867313,159,255,7705
noun:friend,verb:have,0.0034295063398672248,0.20683111954459202,0.042644757433489826,2.5718753804717402,109,527,2556
adj:elderly,adj:gray,0.0030519460088726676,0.13434903047091412,0.05836341756919374,2.569202909420616,97,722,1662
noun:child,noun:play,0.003901456753610421,0.02705651320096007,0.3701492537313433,2.5669765942272056,124,4583,335
noun:room,verb:talk,0.003618286505364503,0.12195121951219512,0.076158940397351,2.5668712647391376,115,943,1510
noun:street,verb:line,0.0042475537236887646,0.030984622446637595,0.3515625,2.5645423313059443,135,4357,384
adj:gray,noun:pant,0.006512915709656106,0.12454873646209386,0.13406735751295337,2.56381638016498,207,1662,1544
adj:blond,noun:girl,0.015574363653525469,0.4011345218800648,0.09931781701444622,2.5580374215317216,495,1234,4984
noun:bag,noun:city,0.0034609697007834377,0.13349514563106796,0.0661455201443175,2.55133867323646,110,824,1663
adj:several,noun:people,0.03766164301670705,0.6384,0.15049031933618306,2.550951370379683,1197,1875,7954
noun:table,verb:talk,0.005443161438504861,0.12097902097902098,0.11456953642384106,2.546408095216042,173,1430,1510
noun:skirt,verb:dress,0.003083409369788881,0.22072072072072071,0.035571687840290384,2.5463399879007866,98,444,2755
noun:uniform,verb:dress,0.008337790642796463,0.2202826267664173,0.09618874773139746,2.5412859261404868,265,1203,2755
noun:suit,verb:dress,0.007645596702639776,0.2197106690777577,0.0882032667876588,2.534687548202676,243,1106,2755
adj:female,noun:woman,0.02019947770820879,0.7535211267605634,0.06790058170280275,2.5329626622772063,642,852,9455
noun:boy,noun:toy,0.00717364628889658,0.05113254092845929,0.35403726708074534,2.523517932188233,228,4459,644
noun:flag,verb:hold,0.004782430859264387,0.418732782369146,0.028755202421490732,2.5177041282706334,152,363,5286
noun:building,noun:front,0.03020482647956455,0.4223493180818302,0.17997750281214847,2.516596995987028,960,2273,5334
noun:stair,verb:walk,0.003114872730705094,0.3311036789297659,0.023655913978494623,2.5145682741755673,99,299,4185
noun:girl,noun:swing,0.0033980429789510114,0.021669341894060994,0.39416058394160586,2.513564574521681,108,4984,274
adj:old,noun:bench,0.004216090362772551,0.053535757091490214,0.1976401179941003,2.509626795927483,134,2503,678
adj:white,noun:white,0.007205109649812793,0.030619066720149753,0.5902061855670103,2.508159272078659,229,7479,388
adj:young,noun:boy,0.09454739955322028,0.3516264919260473,0.673917918815878,2.506334333457179,3005,8546,4459
noun:door,noun:front,0.00440487052826983,0.42042042042042044,0.026246719160104987,2.505103528725576,140,333,5334
noun:helmet,noun:person,0.006261208822326401,0.2426829268292683,0.0646313738226697,2.5050962856169647,199,820,3079
noun:group,noun:line,0.007330963093477645,0.05018307129011415,0.36577708006279436,2.5038752822821007,233,4643,637
noun:person,noun:sky,0.0030204826479564547,0.03117895420591101,0.24242424242424243,2.5024260139557315,96,3079,396
noun:baby,verb:hold,0.009313154831199068,0.41456582633053224,0.05599697313658721,2.492649575910576,296,714,5286
noun:restaurant,verb:sit,0.007834376868137054,0.4543795620437956,0.042953251681904434,2.491210215704322,249,548,5797
adj:little,adj:young,0.063052575276091,0.6662234042553191,0.2344956704891177,2.4777180502512057,2004,3008,8546
noun:mountain,noun:top,0.0033036528962023725,0.14,0.05839822024471635,2.4747608453837597,105,750,1798
adj:big,noun:dog,0.004436333889186043,0.18170103092783504,0.06035958904109589,2.4721763124911735,141,776,2336
noun:back,noun:camera,0.00317779945253752,0.13466666666666666,0.058179723502304145,2.46550153609831,101,750,1736
noun:glass,noun:hair,0.006670232514237171,0.15328994938539406,0.10701665825340737,2.45937125760524,212,1383,1981
adj:different,noun:group,0.0035238964226158636,0.35782747603833864,0.024122334697393926,2.449457391972112,112,313,4643
noun:air,noun:bike,0.004971211024761665,0.0998104864181933,0.12191358024691358,2.447744359436294,158,1583,1296
adj:many,noun:city,0.004530723971934682,0.128,0.08659049909801564,2.4463162958508717,144,1125,1663
verb:look,verb:overlook,0.003964383475442847,0.02204724409448819,0.43902439024390244,2.4415594392164395,126,5715,287
adj:blue,noun:sky,0.006072428656829123,0.030408066803214118,0.48737373737373735,2.4405545131478648,193,6347,396
adj:black,noun:black,0.004279017084604977,0.01954584650761713,0.5333333333333333,2.436178978633707,136,6958,255
noun:building,noun:worker,0.005317307994840008,0.07435107787065552,0.17333333333333334,2.4236926235518403,169,2273,975
noun:sunglass,noun:top,0.0030519460088726676,0.1368124118476728,0.053948832035595105,2.418414285736698,97,709,1798
noun:swing,verb:play,0.003240726174369946,0.3759124087591241,0.020845982594616473,2.4180579007470637,103,274,4941
adj:young,noun:toddler,0.010917786237925935,0.04060379124736719,0.6485981308411215,2.412168779841255,347,8546,535
adj:female,noun:girl,0.010131202215020608,0.3779342723004695,0.06460674157303371,2.410089281004378,322,852,4984
adj:other,verb:talk,0.011641443538998836,0.11426806670784435,0.24503311258278146,2.4051536186592166,370,3238,1510
adj:right,verb:hold,0.003964383475442847,0.4,0.02383654937570942,2.4050699962164206,126,315,5286
noun:hat,noun:work,0.004090236919107699,0.04742794600510763,0.2066772655007949,2.3965062128463206,130,2741,629
noun:beach,noun:dog,0.0059151118522480575,0.1760299625468165,0.08047945205479452,2.3950172515519985,188,1068,2336
noun:boy,noun:pool,0.005128527829342731,0.036555281453240634,0.33539094650205764,2.3906101037620315,163,4459,486
noun:front,noun:performer,0.00358682314444829,0.021372328458942633,0.4,2.383427071616048,114,5334,285
noun:car,noun:street,0.009187301387534217,0.32662192393736017,0.06701859077346799,2.382608356323415,292,894,4357
noun:blond,noun:girl,0.0038070666708617815,0.3734567901234568,0.0242776886035313,2.3815363484136896,121,324,4984
noun:front,noun:microphone,0.00676462259698581,0.04030746156730409,0.3996282527881041,2.3812119906944713,215,5334,538
noun:sign,noun:street,0.008243400560047824,0.32627646326276466,0.06013311911865963,2.380088324966823,262,803,4357
noun:set,verb:play,0.003932920114526633,0.3698224852071006,0.02529852256628213,2.378884445929423,125,338,4941
noun:scarf,noun:woman,0.0071421829279803666,0.7071651090342679,0.024008461131676363,2.377136822891183,227,321,9455
noun:dress,noun:girl,0.01617216751093352,0.3727338651196519,0.10313001605136436,2.376926251022853,514,1379,4984
noun:kid,verb:play,0.017053141616587483,0.3692098092643052,0.10969439384739932,2.3749434057574197,542,1468,4941
noun:bike,noun:person,0.009376081553031495,0.22993827160493827,0.09678467034751542,2.3735394889313914,298,1296,3079
noun:city,noun:road,0.004782430859264387,0.09140108238123873,0.12408163265306123,2.3714290623044167,152,1663,1225
noun:jacket,noun:vest,0.0033980429789510114,0.044081632653061226,0.18274111675126903,2.370637107634932,108,2450,591
noun:dirt,verb:jump,0.0033351162571185855,0.1341772151898734,0.05892162312395775,2.3705138579098093,106,790,1799
adj:several,noun:other,0.003114872730705094,0.0528,0.13983050847457626,2.3702576271186437,99,1875,708
adj:busy,noun:people,0.015133876600698487,0.593094944512947,0.060472718129243146,2.3699191125792045,481,811,7954
noun:street,verb:stop,0.0030204826479564547,0.022033509295386736,0.32432432432432434,2.3658480605921506,96,4357,296
noun:bicycle,noun:city,0.003744139949029355,0.12370062370062371,0.07155742633794347,2.36414727785744,119,962,1663
noun:background,noun:lake,0.003114872730705094,0.039192399049881234,0.18785578747628084,2.3636660702132355,99,2526,527
noun:player,verb:run,0.006009501934996696,0.14714946070878274,0.09641595153962645,2.3608537656270783,191,1298,1981
noun:bottle,verb:hold,0.0033351162571185855,0.3925925925925926,0.0200529701097238,2.3605316629531536,106,270,5286
noun:event,verb:watch,0.0033665796180347984,0.17656765676567657,0.044976881042454814,2.3589112379081545,107,606,2379
noun:ocean,verb:ride,0.0033351162571185855,0.15680473372781065,0.050165641268338855,2.3586014444254646,106,676,2113
noun:team,verb:watch,0.004058773558191486,0.17647058823529413,0.05422446406052964,2.3576144202952305,129,731,2379
noun:window,verb:look,0.007897303589969481,0.42327150084317033,0.043919510061242346,2.353952425424057,251,593,5715
verb:eat,verb:have,0.00399584683635906,0.18898809523809523,0.04968701095461659,2.350003376741933,127,672,2556
adj:orange,verb:work,0.005820721769499418,0.13309352517985612,0.10272071071626875,2.3487570853922084,185,1390,1801
noun:dress,noun:woman,0.030299216562313186,0.6983321247280638,0.10185087255420412,2.3474447297971497,963,1379,9455
noun:night,noun:street,0.0047509674983481735,0.32127659574468087,0.03465687399586872,2.3436158004482883,151,470,4357
noun:sidewalk,verb:carry,0.006009501934996696,0.10380434782608695,0.1356534090909091,2.343191468008893,191,1840,1408
noun:group,noun:member,0.003240726174369946,0.022183932802067628,0.34219269102990035,2.3424316818874265,103,4643,301
noun:toddler,verb:play,0.006103892017745335,0.36261682242990656,0.03926330702286986,2.3325339945941552,194,535,4941
noun:conversation,verb:sit,0.0034924330616996507,0.42528735632183906,0.019147835087114023,2.331707442811284,111,261,5797
noun:couple,noun:woman,0.02224459616776264,0.692458374142997,0.07477525118984664,2.3277001063338836,707,1021,9455
